Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
"New Orleans/Mobile",Weekly,"2025-02-23 00:00:00",Organic,1.333290416,18585.77,303.62,34.01,0.00,18248.14,,,
"New Orleans/Mobile",Weekly,"2025-02-16 00:00:00",Organic,1.327454114,17657.55,454.72,66.82,0.00,17136.02,,,
"New Orleans/Mobile",Weekly,"2025-02-09 00:00:00",Organic,1.334189283,21520.03,509.89,116.03,0.00,20894.11,,,
"New Orleans/Mobile",Weekly,"2025-02-02 00:00:00",Organic,1.314566759,21760.52,378.49,40.20,0.00,21341.83,,,
"New York",Weekly,"2025-02-23 00:00:00",Organic,1.651045179,169988.02,12014.15,11519.14,30.50,146424.24,,,
"New York",Weekly,"2025-02-16 00:00:00",Organic,1.586980716,167816.80,12843.57,11113.54,25.55,143834.14,,,
"New York",Weekly,"2025-02-09 00:00:00",Organic,1.662669532,178504.91,14202.66,12846.67,189.60,151265.98,,,
"New York",Weekly,"2025-02-02 00:00:00",Organic,1.633232136,161928.99,11975.71,12426.08,64.48,137462.71,,,
Orlando,Weekly,"2025-02-23 00:00:00",Organic,1.560546912,37903.39,177.06,231.11,0.00,37495.23,,,
Orlando,Weekly,"2025-02-16 00:00:00",Organic,1.556514676,37374.20,149.00,285.91,0.00,36939.29,,,
Orlando,Weekly,"2025-02-09 00:00:00",Organic,1.436788668,43328.00,367.66,181.13,0.00,42779.21,,,
Orlando,Weekly,"2025-02-02 00:00:00",Organic,1.508673134,44250.69,204.14,157.18,0.00,43889.37,,,
Peoria/Springfield,Weekly,"2025-02-23 00:00:00",Organic,1.513475382,10086.06,526.43,1773.98,0.00,7785.66,,,
Peoria/Springfield,Weekly,"2025-02-16 00:00:00",Organic,1.485416853,9215.90,275.84,1439.90,0.00,7500.16,,,
Peoria/Springfield,Weekly,"2025-02-09 00:00:00",Organic,1.493091635,10024.37,607.10,1319.82,0.00,8097.46,,,
Peoria/Springfield,Weekly,"2025-02-02 00:00:00",Organic,1.447215166,11657.70,847.75,1658.78,0.00,9151.18,,,
Philadelphia,Weekly,"2025-02-23 00:00:00",Organic,1.564739464,45204.41,2161.27,1698.98,0.00,41344.16,,,
Philadelphia,Weekly,"2025-02-16 00:00:00",Organic,1.654606859,43865.57,4022.79,1805.70,0.00,38037.08,,,
Philadelphia,Weekly,"2025-02-09 00:00:00",Organic,1.635542648,50043.01,2564.60,2872.76,0.00,44605.65,,,
Philadelphia,Weekly,"2025-02-02 00:00:00",Organic,1.637426924,46831.16,2136.94,2973.83,0.00,41720.39,,,
Phoenix/Tucson,Weekly,"2025-02-23 00:00:00",Organic,1.441993849,56864.50,19061.01,4826.61,0.00,32976.89,,,
Phoenix/Tucson,Weekly,"2025-02-16 00:00:00",Organic,1.508027605,50547.22,15071.87,6159.80,0.00,29315.55,,,
Phoenix/Tucson,Weekly,"2025-02-09 00:00:00",Organic,1.494365875,56526.74,17729.52,7013.32,0.00,31783.90,,,
Phoenix/Tucson,Weekly,"2025-02-02 00:00:00",Organic,1.609365359,40177.68,15344.09,6208.19,0.00,18625.40,,,
Pittsburgh,Weekly,"2025-02-23 00:00:00",Organic,1.375663508,12651.93,1197.27,2.96,0.00,11451.70,,,
Pittsburgh,Weekly,"2025-02-16 00:00:00",Organic,1.356898087,12301.54,1208.39,2.96,0.00,11090.19,,,
Pittsburgh,Weekly,"2025-02-09 00:00:00",Organic,1.360021185,10882.21,1155.72,1.97,0.00,9724.52,,,
Pittsburgh,Weekly,"2025-02-02 00:00:00",Organic,1.372294475,12878.36,1715.98,4.93,0.00,11157.45,,,
Portland,Weekly,"2025-02-23 00:00:00",Organic,2.497629176,40868.82,2866.28,21241.48,9.01,16752.05,,,
Portland,Weekly,"2025-02-16 00:00:00",Organic,2.531532431,40069.26,1255.83,24296.85,42.53,14474.04,,,
Portland,Weekly,"2025-02-09 00:00:00",Organic,2.483157646,40908.23,26.62,24691.09,0.00,16190.52,,,
Portland,Weekly,"2025-02-02 00:00:00",Organic,2.476137105,39421.75,60.93,23884.03,1.29,15475.50,,,
Providence,Weekly,"2025-02-23 00:00:00",Organic,1.394301609,9916.89,12.89,31.36,0.00,9872.65,,,
Providence,Weekly,"2025-02-16 00:00:00",Organic,1.471357029,8401.07,7.81,14.34,0.00,8378.91,,,
Providence,Weekly,"2025-02-09 00:00:00",Organic,1.466314158,9707.51,11.48,17.83,0.00,9678.19,,,
Providence,Weekly,"2025-02-02 00:00:00",Organic,1.436884281,9362.43,8.46,12.54,0.00,9341.43,,,
Raleigh/Greensboro,Weekly,"2025-02-23 00:00:00",Organic,1.377593011,54799.43,423.95,1973.19,0.00,52402.29,,,
Raleigh/Greensboro,Weekly,"2025-02-16 00:00:00",Organic,1.379587177,59505.63,403.99,2456.14,0.00,56645.50,,,
Raleigh/Greensboro,Weekly,"2025-02-09 00:00:00",Organic,1.291058017,55731.01,448.57,2050.51,0.00,53231.93,,,
Raleigh/Greensboro,Weekly,"2025-02-02 00:00:00",Organic,1.361847392,53691.09,1415.88,1197.91,0.00,51077.30,,,
Richmond/Norfolk,Weekly,"2025-02-23 00:00:00",Organic,1.477944800,35829.76,1207.19,2517.47,0.00,32105.10,,,
Richmond/Norfolk,Weekly,"2025-02-16 00:00:00",Organic,1.431477327,39630.31,91.36,3864.75,0.00,35674.20,,,
Richmond/Norfolk,Weekly,"2025-02-09 00:00:00",Organic,1.374095435,41813.31,659.27,3457.35,0.00,37696.69,,,
Richmond/Norfolk,Weekly,"2025-02-02 00:00:00",Organic,1.413680589,39810.85,2088.00,1810.27,0.00,35912.59,,,
Roanoke,Weekly,"2025-02-23 00:00:00",Organic,1.684974618,18799.49,1185.17,2533.22,0.00,15081.10,,,
Roanoke,Weekly,"2025-02-16 00:00:00",Organic,1.672890524,18164.54,99.96,3381.23,0.00,14683.35,,,
Roanoke,Weekly,"2025-02-09 00:00:00",Organic,1.606078361,22972.49,833.68,3282.50,0.00,18856.31,,,
Roanoke,Weekly,"2025-02-02 00:00:00",Organic,1.675204600,19734.42,1822.96,2027.95,0.00,15883.51,,,
Sacramento,Weekly,"2025-02-23 00:00:00",Organic,1.849355092,22141.21,6287.32,1436.31,0.00,14417.58,,,
Sacramento,Weekly,"2025-02-16 00:00:00",Organic,1.881096434,18520.89,5746.38,1240.52,0.00,11533.99,,,
Sacramento,Weekly,"2025-02-09 00:00:00",Organic,1.756251247,21240.12,5935.12,1039.89,0.00,14265.11,,,
Sacramento,Weekly,"2025-02-02 00:00:00",Organic,1.755414689,20642.70,5710.62,997.73,0.00,13934.35,,,
"San Diego",Weekly,"2025-02-23 00:00:00",Organic,2.098613163,25113.85,12644.75,2287.48,0.00,10181.63,,,
"San Diego",Weekly,"2025-02-16 00:00:00",Organic,1.922261748,27411.62,11921.06,1745.43,0.00,13745.13,,,
"San Diego",Weekly,"2025-02-09 00:00:00",Organic,1.801316524,31194.97,12016.82,1696.13,0.00,17482.02,,,
"San Diego",Weekly,"2025-02-02 00:00:00",Organic,1.854561476,29300.40,12506.50,1476.18,0.00,15317.72,,,
"San Francisco",Weekly,"2025-02-23 00:00:00",Organic,1.938055943,68545.08,25642.95,2611.23,0.00,40290.90,,,
"San Francisco",Weekly,"2025-02-16 00:00:00",Organic,1.954477391,67029.96,26905.10,2270.55,0.00,37854.31,,,
"San Francisco",Weekly,"2025-02-09 00:00:00",Organic,1.817916541,73900.92,28605.93,1965.33,0.00,43329.66,,,
"San Francisco",Weekly,"2025-02-02 00:00:00",Organic,1.894304397,66089.69,25083.12,2024.79,0.00,38981.79,,,
Seattle,Weekly,"2025-02-23 00:00:00",Organic,2.915396587,53899.82,4055.13,32158.80,0.00,17685.89,,,
Seattle,Weekly,"2025-02-16 00:00:00",Organic,2.876699809,50170.52,5685.09,28245.22,0.94,16239.27,,,
Seattle,Weekly,"2025-02-09 00:00:00",Organic,2.725118870,47578.44,3716.01,25330.79,67.10,18464.54,,,
Seattle,Weekly,"2025-02-02 00:00:00",Organic,2.883235403,50591.93,500.50,32167.74,376.40,17547.30,,,
"South Carolina",Weekly,"2025-02-23 00:00:00",Organic,1.407166805,53006.82,428.50,3016.50,0.00,49561.83,,,
"South Carolina",Weekly,"2025-02-16 00:00:00",Organic,1.396693952,52695.56,380.21,3435.35,0.00,48880.00,,,
"South Carolina",Weekly,"2025-02-09 00:00:00",Organic,1.371465040,57830.58,499.20,3790.87,0.00,53540.51,,,
"South Carolina",Weekly,"2025-02-02 00:00:00",Organic,1.431090491,53248.31,940.75,2543.24,0.00,49764.32,,,
Spokane,Weekly,"2025-02-23 00:00:00",Organic,2.168484703,5441.74,51.26,1867.07,22.68,3500.73,,,
Spokane,Weekly,"2025-02-16 00:00:00",Organic,2.262154453,5108.66,86.00,1904.96,11.34,3106.36,,,
Spokane,Weekly,"2025-02-09 00:00:00",Organic,2.226029359,6069.69,689.77,1827.66,12.28,3539.98,,,
Spokane,Weekly,"2025-02-02 00:00:00",Organic,2.367139382,5637.33,107.50,2399.22,37.80,3092.81,,,
"St. Louis",Weekly,"2025-02-23 00:00:00",Organic,1.350749505,22192.49,4057.34,154.93,0.00,17980.22,,,
"St. Louis",Weekly,"2025-02-16 00:00:00",Organic,1.314277467,19394.08,3160.93,159.19,0.00,16073.96,,,
"St. Louis",Weekly,"2025-02-09 00:00:00",Organic,1.394398839,20731.29,4409.51,204.52,0.00,16117.26,,,
"St. Louis",Weekly,"2025-02-02 00:00:00",Organic,1.349893910,20474.56,4170.49,141.54,0.00,16162.53,,,
Syracuse,Weekly,"2025-02-23 00:00:00",Organic,1.397428051,9676.58,230.51,123.07,0.00,9323.00,,,
Syracuse,Weekly,"2025-02-16 00:00:00",Organic,1.492811694,8476.76,268.75,96.66,0.00,8111.35,,,
Syracuse,Weekly,"2025-02-09 00:00:00",Organic,1.461837332,9407.65,207.48,182.39,0.00,9017.78,,,
Syracuse,Weekly,"2025-02-02 00:00:00",Organic,1.427706122,10286.15,224.47,97.10,0.00,9964.57,,,
Tampa,Weekly,"2025-02-23 00:00:00",Organic,1.492766032,27947.58,172.81,216.83,0.00,27557.94,,,
Tampa,Weekly,"2025-02-16 00:00:00",Organic,1.487254814,26342.10,178.70,185.43,0.00,25977.98,,,
Tampa,Weekly,"2025-02-09 00:00:00",Organic,1.386367428,37242.11,257.94,159.70,0.00,36824.47,,,
Tampa,Weekly,"2025-02-02 00:00:00",Organic,1.469671874,32850.94,239.65,130.10,0.00,32481.19,,,
Toledo,Weekly,"2025-02-23 00:00:00",Organic,1.817437445,7936.77,541.48,1316.92,0.00,6078.37,,,
Toledo,Weekly,"2025-02-16 00:00:00",Organic,1.772601140,7674.74,872.67,854.80,0.00,5947.27,,,
Toledo,Weekly,"2025-02-09 00:00:00",Organic,1.730859884,8614.57,637.53,1186.65,0.00,6790.39,,,
Toledo,Weekly,"2025-02-02 00:00:00",Organic,1.673658035,8271.56,761.79,1130.47,0.00,6379.30,,,
"West Tex/New Mexico",Weekly,"2025-02-23 00:00:00",Organic,1.278239947,62049.92,24990.37,703.08,0.00,36356.48,,,
"West Tex/New Mexico",Weekly,"2025-02-16 00:00:00",Organic,1.524803480,44411.78,14104.13,1099.21,0.00,29208.44,,,
"West Tex/New Mexico",Weekly,"2025-02-09 00:00:00",Organic,1.381000844,59036.44,20004.80,1229.68,0.00,37801.96,,,
"West Tex/New Mexico",Weekly,"2025-02-02 00:00:00",Organic,1.494814426,46785.64,11757.24,1111.76,0.00,33916.65,,,
Wichita,Weekly,"2025-02-23 00:00:00",Organic,1.347137371,7975.37,2232.22,7.77,0.00,5735.38,,,
Wichita,Weekly,"2025-02-16 00:00:00",Organic,1.409942123,7653.18,2740.38,1.94,0.00,4910.86,,,
Wichita,Weekly,"2025-02-09 00:00:00",Organic,1.456426597,7761.33,2997.04,7.75,0.00,4756.55,,,
Wichita,Weekly,"2025-02-02 00:00:00",Organic,1.471510580,6188.19,2336.94,16.47,0.00,3834.78,,,
"Total U.S.",Weekly,"2025-02-23 00:00:00",Organic,1.631922120,2673011.60,362162.69,261694.93,62.87,2049091.12,,,
"Total U.S.",Weekly,"2025-02-16 00:00:00",Organic,1.631767930,2586969.88,335630.47,263826.04,78.62,1987434.76,,,
"Total U.S.",Weekly,"2025-02-09 00:00:00",Organic,1.582350970,2892350.62,369360.88,259143.14,97.34,2263749.26,,,
"Total U.S.",Weekly,"2025-02-02 00:00:00",Organic,1.598183056,2729103.69,333111.63,246030.80,452.66,2149508.60,,,
California,Weekly,"2025-02-23 00:00:00",Organic,1.921185685,361317.05,141944.98,22545.42,0.00,196826.65,,,
California,Weekly,"2025-02-16 00:00:00",Organic,1.859210925,363579.48,132421.08,20660.08,0.00,210498.33,,,
California,Weekly,"2025-02-09 00:00:00",Organic,1.771240193,384384.60,129724.91,18692.80,0.00,235966.89,,,
California,Weekly,"2025-02-02 00:00:00",Organic,1.826151370,349584.09,126054.53,16666.99,0.00,206862.58,,,
"Great Lakes",Weekly,"2025-02-23 00:00:00",Organic,1.680063535,281650.60,10039.77,73134.00,0.00,198476.83,,,
"Great Lakes",Weekly,"2025-02-16 00:00:00",Organic,1.638872113,279904.54,9670.65,71999.80,0.00,198234.09,,,
"Great Lakes",Weekly,"2025-02-09 00:00:00",Organic,1.587788952,314520.77,16195.36,63645.79,0.00,234679.62,,,
"Great Lakes",Weekly,"2025-02-02 00:00:00",Organic,1.511325887,323059.55,16538.76,58533.70,0.00,247987.09,,,
Midsouth,Weekly,"2025-02-23 00:00:00",Organic,1.479178385,454267.28,7894.83,35562.69,0.00,410809.77,,,
Midsouth,Weekly,"2025-02-16 00:00:00",Organic,1.499365185,457439.60,11569.78,38323.03,4.39,407542.39,,,
Midsouth,Weekly,"2025-02-09 00:00:00",Organic,1.453727222,484967.16,13961.65,37412.41,0.00,433593.10,,,
Midsouth,Weekly,"2025-02-02 00:00:00",Organic,1.469888445,469640.52,12774.55,33801.24,0.00,423064.73,,,
Northeast,Weekly,"2025-02-23 00:00:00",Organic,1.580410402,421313.49,19154.02,14266.52,0.00,387892.95,,,
Northeast,Weekly,"2025-02-16 00:00:00",Organic,1.583958936,406435.36,20450.91,13240.05,0.00,372744.40,,,
Northeast,Weekly,"2025-02-09 00:00:00",Organic,1.618159694,444633.64,23951.83,16818.28,0.00,403863.53,,,
Northeast,Weekly,"2025-02-02 00:00:00",Organic,1.588961484,415909.54,22589.97,15524.46,0.00,377795.11,,,
Plains,Weekly,"2025-02-23 00:00:00",Organic,1.404332015,154136.95,18180.79,3189.05,0.00,132767.10,,,
Plains,Weekly,"2025-02-16 00:00:00",Organic,1.346731511,154956.93,15997.36,949.87,0.00,138009.70,,,
Plains,Weekly,"2025-02-09 00:00:00",Organic,1.324657062,170246.14,17853.59,1154.44,0.00,151238.11,,,
Plains,Weekly,"2025-02-02 00:00:00",Organic,1.337310502,158484.52,15773.34,1111.56,0.00,141599.62,,,
"South Central",Weekly,"2025-02-23 00:00:00",Organic,1.326468786,233788.61,61624.54,3643.32,0.00,168520.75,,,
"South Central",Weekly,"2025-02-16 00:00:00",Organic,1.378905507,204026.93,46804.96,4675.83,0.00,152546.13,,,
"South Central",Weekly,"2025-02-09 00:00:00",Organic,1.362510603,245707.78,57516.73,4356.41,0.00,183834.64,,,
"South Central",Weekly,"2025-02-02 00:00:00",Organic,1.365674202,239741.47,45027.13,3978.41,0.00,190735.92,,,
Southeast,Weekly,"2025-02-23 00:00:00",Organic,1.499060682,366006.76,2361.68,18055.33,0.00,345589.75,,,
Southeast,Weekly,"2025-02-16 00:00:00",Organic,1.501231521,338416.72,1690.80,19653.52,0.00,317072.41,,,
Southeast,Weekly,"2025-02-09 00:00:00",Organic,1.430202638,422643.94,3339.09,19771.41,0.00,399533.44,,,
Southeast,Weekly,"2025-02-02 00:00:00",Organic,1.478252410,405610.67,2684.63,16849.45,0.00,386076.59,,,
West,Weekly,"2025-02-23 00:00:00",Organic,1.951832257,400530.87,100962.08,91298.60,62.87,208207.32,,,
West,Weekly,"2025-02-16 00:00:00",Organic,1.985631326,382210.32,97024.94,94323.85,74.22,190787.31,,,
West,Weekly,"2025-02-09 00:00:00",Organic,1.898244194,425246.59,106817.73,97291.61,97.34,221039.92,,,
West,Weekly,"2025-02-02 00:00:00",Organic,2.029118902,367073.32,91668.71,99564.99,452.66,175386.96,,,
"Source: IRI confidential information. HAB's calculation based in part on data reported by Information Resources, Inc. for the avocado category for Multi-Outlet (MULO). The information is believed to be reliable at the time supplied by IRI but is neither all-inclusive nor guaranteed by IRI. Without limiting the generality of the foregoing, specific data points may vary considerably from other information sources.",,,,,,,,,,,,
